Word,posfreq,negfreq,"p(w,pos)","p(w,neg)",lambda,log_likelihood
a7la,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
bdayt,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
season,9,9,0.0002261880527470539,0.00022672652246859837,0.9976250254461559,-0.002377799279229984
mnwreeen,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
oh,53,92,0.001221415484834091,0.0021085566589579647,0.5792661438074455,-0.5459932458682114
order,17,16,0.000407138494944697,0.0003854350881966172,1.0563088504724005,0.05478061456071874
deliv,3,3,9.047522109882156e-05,9.069060898743935e-05,0.9976250254461559,-0.002377799279229984
address,10,3,0.0002488068580217593,9.069060898743935e-05,2.743468819976929,1.00922311239925
ad,14,1,0.00033928207912058085,4.5345304493719674e-05,7.482187690846169,2.0125252212630347
book,21,20,0.0004976137160435186,0.00047612569718405657,1.0451309790388301,0.044142216355662955
ac,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
angri,3,5,9.047522109882156e-05,0.00013603591348115902,0.6650833502974373,-0.4078429073873944
grandpa,4,0,0.00011309402637352695,2.2672652246859837e-05,4.98812512723078,1.6070601131548705
play,46,48,0.0010630838479111534,0.001110959960096132,0.9569056366524353,-0.04405049567979797
minecraft,7,0,0.00018095044219764312,2.2672652246859837e-05,7.9810002035692476,2.0770637424006058
anim,6,4,0.00015833163692293773,0.00011336326123429919,1.3966750356246183,0.3340944373419829
realli,79,131,0.0018095044219764312,0.0029927900965854987,0.6046212275431248,-0.5031530871917194
vantast,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
promis,6,4,0.00015833163692293773,0.00011336326123429919,1.3966750356246183,0.3340944373419829
:p,138,0,0.0031440139331840493,2.2672652246859837e-05,138.66987853701568,4.932096133851462
bad,18,73,0.0004297573002194024,0.001677776266267628,0.25614696599293196,-1.3620039133169592
thing,69,52,0.0015833163692293773,0.0012016505690835714,1.3176179581364325,0.27582552921800724
think,63,75,0.001447603537581145,0.0017231215707613477,0.8401052845862366,-0.17422805620588921
weird,5,10,0.00013571283164823234,0.0002493991747154582,0.5441591047888124,-0.6085136028495455
face,13,20,0.00031666327384587546,0.00047612569718405657,0.6650833502974374,-0.40784290738739426
rad,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
though,19,57,0.0004523761054941078,0.0013150138303178705,0.3440086294641917,-1.0670885362716584
yay,16,3,0.00038451968966999163,9.069060898743935e-05,4.239906358146163,1.4445411836570956
got,69,104,0.0015833163692293773,0.002380628485920283,0.6650833502974374,-0.40784290738739426
ice,6,35,0.00015833163692293773,0.0008162154808869542,0.19398264383675254,-1.6399865886800267
cream,6,32,0.00015833163692293773,0.0007481975241463747,0.21161742964009367,-1.552975211690397
today,108,108,0.0024654497749428874,0.0024713190949077223,0.9976250254461558,-0.002377799279230095
uber,2,3,6.785641582411617e-05,9.069060898743935e-05,0.7482187690846169,-0.29005987173101094
well,81,56,0.001854742032525842,0.0012923411780710106,1.4351798611681543,0.3612901801504731
incred,7,0,0.00018095044219764312,2.2672652246859837e-05,7.9810002035692476,2.0770637424006058
haha,53,30,0.001221415484834091,0.000702852219652655,1.737798431422336,0.552619042799898
snapchat,36,79,0.0008368957951640994,0.001813812179748787,0.46140157426884715,-0.7734865213088871
jennyjean,1,1,4.523761054941078e-05,4.5345304493719674e-05,0.9976250254461559,-0.002377799279229984
22,2,3,6.785641582411617e-05,9.069060898743935e-05,0.7482187690846169,-0.29005987173101094
kikmeboy,7,9,0.00018095044219764312,0.00022672652246859837,0.7981000203569247,-0.22552135059343978
model,7,9,0.00018095044219764312,0.00022672652246859837,0.7981000203569247,-0.22552135059343978
french,5,4,0.00013571283164823234,0.00011336326123429919,1.197150030535387,0.17994375751472458
kikchat,1,9,4.523761054941078e-05,0.00022672652246859837,0.19952500508923118,-1.6118157117133305
sabadodeganarseguidor,1,2,4.523761054941078e-05,6.801795674057951e-05,0.6650833502974373,-0.4078429073873944
sexysasunday,2,2,6.785641582411617e-05,6.801795674057951e-05,0.9976250254461559,-0.002377799279229984
link,18,12,0.0004297573002194024,0.00029474447920917787,1.4580673448828434,0.3771118224256738
mb,1,1,4.523761054941078e-05,4.5345304493719674e-05,0.9976250254461559,-0.002377799279229984
need,78,106,0.001786885616701726,0.0024259737904140026,0.7365642711237974,-0.3057587812741146
coffe,11,1,0.0002714256632964647,4.5345304493719674e-05,5.985750152676935,1.789381669948825
snap,4,3,0.00011309402637352695,9.069060898743935e-05,1.247031281807695,0.2207657520349798
long,36,38,0.0008368957951640994,0.0008842334376275337,0.9464647677309684,-0.05502153276465199
time,127,166,0.00289520707516229,0.003786332925225593,0.7646467260904668,-0.268341347776368
talk,45,45,0.001040465042636448,0.0010429420033555524,0.997625025446156,-0.0023777992792298726
strang,4,0,0.00011309402637352695,2.2672652246859837e-05,4.98812512723078,1.6070601131548705
enough,18,24,0.0004297573002194024,0.000566816306171496,0.7581950193390785,-0.2768146449809903
number,13,6,0.00031666327384587546,0.00015870856572801887,1.9952500508923117,0.6907693812807152
point,13,14,0.00031666327384587546,0.00034008978370289757,0.9311166904164122,-0.07137067076618145
year,43,46,0.0009952274320870372,0.0010656146556024123,0.9339468323325716,-0.06833576707102734
netfilx,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
whoop,6,0,0.00015833163692293773,2.2672652246859837e-05,6.983375178123092,1.9435323497760835
alway,67,56,0.0015380787586799665,0.0012923411780710106,1.1901491531638353,0.17407863806232668
defenit,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
♬,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
nice,98,19,0.0022392617221958337,0.00045345304493719674,4.938243875958472,1.597009777301369
see,184,124,0.0041844789758204975,0.0028340815308574795,1.476485037660311,0.3896642884967938
peopl,48,75,0.0011083214584605642,0.0017231215707613477,0.6432056085113375,-0.44129084145493436
chang,24,27,0.0005654701318676348,0.0006348342629120755,0.8907366298626391,-0.11570648458623328
fix,10,10,0.0002488068580217593,0.0002493991747154582,0.9976250254461559,-0.002377799279229984
care,18,20,0.0004297573002194024,0.00047612569718405657,0.9026131182608078,-0.10246125783621246
put,17,14,0.000407138494944697,0.00034008978370289757,1.197150030535387,0.17994375751472458
rotat,3,0,9.047522109882156e-05,2.2672652246859837e-05,3.9905001017846238,1.3839165618406606
lol,64,43,0.0014702223428558505,0.0009975966988618329,1.4737642421363668,0.387819836698146
one,129,148,0.002940444685711701,0.0033782251847821157,0.8704110960268475,-0.13878965476910665
irresist,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
flipkartfashionfriday,17,0,0.000407138494944697,2.2672652246859837e-05,17.957250458030806,2.8879939586169345
wonder,35,11,0.000814276989889394,0.00027207182696231805,2.9928750763384677,1.0962344893888796
feedback,11,4,0.0002714256632964647,0.00011336326123429919,2.394300061070774,0.8730909380746699
sir,12,5,0.00029404446857117007,0.00013603591348115902,2.1615208884666712,0.7708120889542518
hope,141,102,0.0032118703490081656,0.002335283181426563,1.3753665399354773,0.3187202700923951
soon,47,45,0.0010857026531858587,0.0010429420033555524,1.0410000265525106,0.04018181513956595
good,238,101,0.005405894460654588,0.0023126105291797036,2.337572363545404,0.8491129393680095
morn,101,31,0.00230711813801995,0.0007255248718995148,3.1799297686096226,1.1568591112053148
connect,14,3,0.00033928207912058085,9.069060898743935e-05,3.7410938454230847,1.3193780407030895
enjoy,75,9,0.0017190292008776096,0.00022672652246859837,7.581950193390785,2.0257704480130556
tweet,61,35,0.0014023659270317342,0.0008162154808869542,1.7181319882683797,0.5412376473097515
write,13,13,0.00031666327384587546,0.00031741713145603775,0.9976250254461558,-0.002377799279230095
ear,12,5,0.00029404446857117007,0.00013603591348115902,2.1615208884666712,0.7708120889542518
learn,8,5,0.0002035692474723485,0.00013603591348115902,1.4964375381692339,0.40308730882893434
new,143,51,0.003257107959557576,0.0011789779168367115,2.7626539166201245,1.0161917817153434
skill,4,0,0.00011309402637352695,2.2672652246859837e-05,4.98812512723078,1.6070601131548705
perfect,24,2,0.0005654701318676348,6.801795674057951e-05,8.313541878717967,2.117885736920861
master,3,1,9.047522109882156e-05,4.5345304493719674e-05,1.9952500508923119,0.6907693812807153
belat,5,1,0.00013571283164823234,4.5345304493719674e-05,2.9928750763384677,1.0962344893888796
gooodnight,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
boy,21,18,0.0004976137160435186,0.0004307803926903369,1.1551447663060752,0.14422567491264532
iv,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
ri,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
zoe,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
kati,2,3,6.785641582411617e-05,9.069060898743935e-05,0.7482187690846169,-0.29005987173101094
jayci,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
jen,2,1,6.785641582411617e-05,4.5345304493719674e-05,1.4964375381692339,0.40308730882893434
retweet,35,5,0.000814276989889394,0.00013603591348115902,5.985750152676935,1.789381669948825
orchard,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
art,10,4,0.0002488068580217593,0.00011336326123429919,2.1947750559815433,0.7860795610850403
show,28,26,0.0006559453529664563,0.0006121616106652156,1.0715231754792045,0.06908116470291494
super,15,11,0.00036190088439528624,0.00027207182696231805,1.3301667005948745,0.2853042731725509
weekend,75,25,0.0017190292008776096,0.0005894889584183557,2.916134689765687,1.0702590029856192
yeeeah,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
colorado,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
u,175,193,0.003980909728348149,0.0043984945358908085,0.9050618787552754,-0.0997519633044064
us,109,43,0.002488068580217593,0.0009975966988618329,2.49406256361539,0.9139129325949251
annabel,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
we'll,20,8,0.0004749949107688132,0.00020405387022173855,2.3277917260410304,0.8449200611079736
london,9,12,0.0002261880527470539,0.00029474447920917787,0.7674038657278123,-0.26474206374672105
bridg,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
team,29,14,0.0006785641582411617,0.00034008978370289757,1.9952500508923119,0.6907693812807153
dont,13,53,0.00031666327384587546,0.0012243232213304312,0.25864352511567007,-1.3523045162282457
stat,60,0,0.001379747121757029,2.2672652246859837e-05,60.855126552215516,4.108496064894081
day,246,149,0.005586844902852231,0.0034008978370289756,1.64275587523467,0.49637524325249144
arriv,67,4,0.0015380787586799665,0.00011336326123429919,13.56770034606772,2.6076919934627765
1,75,26,0.0017190292008776096,0.0006121616106652156,2.8081297012558464,1.032518675002772
unfollow,63,11,0.001447603537581145,0.00027207182696231805,5.320666802379498,1.6715986342924416
contestkiduniya,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
win,16,27,0.00038451968966999163,0.0006348342629120755,0.6057009083065946,-0.501368965398218
esai,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
i'm,183,343,0.004161860170545792,0.007799392372919784,0.5336133857037578,-0.6280836990436427
appreci,31,2,0.0007238017687905725,6.801795674057951e-05,10.641333604758996,2.364745814852387
bodi,15,12,0.00036190088439528624,0.00029474447920917787,1.2278461851644997,0.20526156549901461
feed,4,3,0.00011309402637352695,9.069060898743935e-05,1.247031281807695,0.2207657520349798
anoth,23,27,0.0005428513265929294,0.0006348342629120755,0.8551071646681336,-0.15652847910648832
jumpsuit,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
bt,2,4,6.785641582411617e-05,0.00011336326123429919,0.5985750152676935,-0.5132034230452207
denim,1,1,4.523761054941078e-05,4.5345304493719674e-05,0.9976250254461559,-0.002377799279229984
im,51,129,0.0011761778742846803,0.002947444792091779,0.39905001017846237,-0.9186685311533851
home,31,63,0.0007238017687905725,0.0014510497437990296,0.49881251272307797,-0.6955249798391753
april,2,1,6.785641582411617e-05,4.5345304493719674e-05,1.4964375381692339,0.40308730882893434
week,83,56,0.0018999796430752528,0.0012923411780710106,1.4701842480259142,0.3853877317295336
thx,15,1,0.00036190088439528624,4.5345304493719674e-05,7.9810002035692476,2.0770637424006058
wait,70,43,0.0016059351745040828,0.0009975966988618329,1.6098040183335698,0.47611244384382423
till,18,8,0.0004297573002194024,0.00020405387022173855,2.1060972759418846,0.744836602550991
turn,15,17,0.00036190088439528624,0.0004081077404434771,0.886777800396583,-0.12016083493561346
go,148,224,0.003370201985931103,0.005101346755543463,0.6606494612954543,-0.4145318955381911
mia,1,1,4.523761054941078e-05,4.5345304493719674e-05,0.9976250254461559,-0.002377799279229984
purrtho,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
catho,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
catami,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
answer,8,14,0.0002035692474723485,0.00034008978370289757,0.5985750152676935,-0.5132034230452207
sonic,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
fast,4,7,0.00011309402637352695,0.0001813812179748787,0.6235156409038475,-0.4723814285249655
first,50,27,0.001153559069009975,0.0006348342629120755,1.817102724919784,0.5972433232698918
;),27,0,0.0006333265476917509,2.2672652246859837e-05,27.933500712492368,3.329826710895974
gohf,4,0,0.00011309402637352695,2.2672652246859837e-05,4.98812512723078,1.6070601131548705
list,15,4,0.00036190088439528624,0.00011336326123429919,3.192400081427699,1.1607730105264509
make,99,102,0.002261880527470539,0.002335283181426563,0.9685679858700544,-0.03193660152077426
sure,58,31,0.0013345095112076181,0.0007255248718995148,1.8393711406663502,0.6094237418267631
keep,68,34,0.001560697563954672,0.0007935428286400943,1.9667464787367075,0.6763806438286157
touch,15,5,0.00036190088439528624,0.00013603591348115902,2.660333401189749,0.9784514537324962
news,25,21,0.0005880889371423401,0.0004987983494309164,1.1790113937090934,0.1646762853839362
light,13,8,0.00031666327384587546,0.00020405387022173855,1.5518611506940203,0.4394549529998092
bulb,5,0,0.00013571283164823234,2.2672652246859837e-05,5.985750152676935,1.789381669948825
made,53,23,0.001221415484834091,0.0005441436539246361,2.244656307253851,0.8085524169370988
corn,6,2,0.00015833163692293773,6.801795674057951e-05,2.3277917260410304,0.8449200611079736
wast,7,5,0.00018095044219764312,0.00013603591348115902,1.3301667005948745,0.2853042731725509
product,12,4,0.00029404446857117007,0.00011336326123429919,2.5938250661600053,0.9531336457482064
fill,5,1,0.00013571283164823234,4.5345304493719674e-05,2.9928750763384677,1.0962344893888796
tear,1,3,4.523761054941078e-05,9.069060898743935e-05,0.49881251272307797,-0.6955249798391753
hour,27,35,0.0006333265476917509,0.0008162154808869542,0.7759305753470102,-0.2536922275601361
laughter,2,1,6.785641582411617e-05,4.5345304493719674e-05,1.4964375381692339,0.40308730882893434
jame,7,4,0.00018095044219764312,0.00011336326123429919,1.5962000407138495,0.46762582996650554
current,7,7,0.00018095044219764312,0.0001813812179748787,0.9976250254461559,-0.002377799279229984
let,68,37,0.001560697563954672,0.0008615607853806738,1.8114770198890728,0.5941425455916437
help,41,54,0.0009499898215376264,0.0012469958735772911,0.7618227467043373,-0.27204136622833264
anyth,22,19,0.000520232521318224,0.00045345304493719674,1.1472687792630794,0.13738414309592872
els,10,4,0.0002488068580217593,0.00011336326123429919,2.1947750559815433,0.7860795610850403
al,4,4,0.00011309402637352695,0.00011336326123429919,0.9976250254461559,-0.002377799279229984
kind,24,11,0.0005654701318676348,0.00027207182696231805,2.0783854696794917,0.7315913758009706
word,20,16,0.0004749949107688132,0.0003854350881966172,1.232360325551134,0.20893129438797706
i'll,90,41,0.0020583112799981906,0.0009522513943681131,2.1615208884666712,0.7708120889542518
wow,22,10,0.000520232521318224,0.0002493991747154582,2.0859432350237803,0.735221143851549
plu,4,4,0.00011309402637352695,0.00011336326123429919,0.9976250254461559,-0.002377799279229984
size,5,9,0.00013571283164823234,0.00022672652246859837,0.5985750152676935,-0.5132034230452207
grace,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
cover,9,2,0.0002261880527470539,6.801795674057951e-05,3.3254167514871864,1.201595005046706
women',2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
run,12,15,0.00029404446857117007,0.0003627624359497574,0.8105703331750017,-0.21001716405747448
magazin,2,0,6.785641582411617e-05,2.2672652246859837e-05,2.9928750763384677,1.0962344893888796
goodtim,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
contribut,3,0,9.047522109882156e-05,2.2672652246859837e-05,3.9905001017846238,1.3839165618406606
comment,8,4,0.0002035692474723485,0.00011336326123429919,1.7957250458030807,0.585408865622889
fulton,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
john,6,0,0.00015833163692293773,2.2672652246859837e-05,6.983375178123092,1.9435323497760835
sheen,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
baloney,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
unvarnish,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
lie,4,7,0.00011309402637352695,0.0001813812179748787,0.6235156409038475,-0.4723814285249655
laid,2,1,6.785641582411617e-05,4.5345304493719674e-05,1.4964375381692339,0.40308730882893434
thick,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
hate,13,57,0.00031666327384587546,0.0013150138303178705,0.24080604062493421,-1.4237634802103907
blarney,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
flatteri,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
thin,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
okay,39,38,0.0009047522109882156,0.0008842334376275337,1.0232051543037497,0.022940008705059904
welcom,73,5,0.0016737915903281989,0.00013603591348115902,12.304041980502591,2.509927824696885
sabah,3,0,9.047522109882156e-05,2.2672652246859837e-05,3.9905001017846238,1.3839165618406606
friend',3,0,9.047522109882156e-05,2.2672652246859837e-05,3.9905001017846238,1.3839165618406606
lunch,5,10,0.00013571283164823234,0.0002493991747154582,0.5441591047888124,-0.6085136028495455
yummm,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
nostalgia,1,0,4.523761054941078e-05,2.2672652246859837e-05,1.9952500508923119,0.6907693812807153
tb,2,1,6.785641582411617e-05,4.5345304493719674e-05,1.4964375381692339,0.40308730882893434
